from,to,value
MeV.Fib.5,Imm.M0Like.0,12
MeV.FibUnknown.6,MeV.Fib.4,12
MeV.FibUnknown.6,MeV.FibLaminin.0,12
MeV.Pericytes.0,MeV.Pericytes.0,12
Neu.CSFcN.0,MeV.Fib.0,12
Neu.CSFcN.0,MeV.Fib.2,12
Neu.CSFcN.0,MeV.FibLaminin.0,12
MeV.Fib.3,Imm.Interferon.0,12
MeV.Fib.3,MeV.FibUnknown.6,12
MeV.Pericytes.0,MeV.LowQuality.0,12
MeV.LowQuality.0,MeV.FibUnknown.6,12
Neu.CSFcN.0,MeV.EndoUnknow.4,12
MeV.Fib.0,MeV.EndoUnknow.4,12
MeV.VLMC.1,Imm.DAM.0,12
MeV.SMC.0,MeV.FibProlif.0,12
MeV.FibUnknown.6,MeV.VLMC.1,12
MeV.LowQuality.0,MeV.VLMC.1,12
MeV.LowQuality.0,MeV.SMC.0,12
MeV.Fib.3,MeV.Fib.1,12
MeV.Fib.3,MeV.Fib.0,12
MeV.EndoUnknow.4,Neu.Epend.0,11
MeV.Endothelial.3,Imm.DAM.0,11
MeV.FibCollagen.3,Neu.Epend.0,11
MeV.LowQuality.0,Imm.Interferon.0,11
MeV.Fib.1,Imm.DAM.1,11
MeV.FibCollagen.0,Imm.DAM.1,11
MeV.FibCollagen.2,Imm.DAM.0,11
MeV.FibCollagen.2,Imm.M0Like.1,11
Imm.DAM.1,MeV.VLMC.1,11
MeV.Fib.4,Neu.CSFcN.0,11
MeV.FibCollagen.1,MeV.Endothelial.0,11
MeV.VLMC.1,MeV.Endothelial.3,11
MeV.ImmuneDoublets.0,Imm.M0Like.0,11
MeV.Fib.3,MeV.ImmuneDoublets.0,11
MeV.Fib.0,MeV.FibLaminin.0,11
MeV.Fib.1,MeV.FibCollagen.1,11
MeV.Fib.4,MeV.FibProlif.0,11
MeV.Fib.2,MeV.Endothelial.1,11
MeV.FibProlif.0,MeV.Endothelial.3,11
MeV.FibCollagen.2,MeV.FibCollagen.1,11
MeV.FibCollagen.3,MeV.Fib.4,11
MeV.FibCollagen.2,Neu.CSFcN.0,11
MeV.Fib.3,MeV.FibCollagen.1,11
MeV.FibLaminin.0,MeV.Fib.2,11
MeV.FibUnknown.6,MeV.FibProlif.0,11
MeV.Fib.1,MeV.Fib.1,11
MeV.Fib.5,MeV.Fib.2,11
MeV.Fib.2,MeV.FibProlif.0,11
MeV.FibCollagen.0,MeV.Epithelial.0,11
Imm.PVM.0,MeV.Endothelial.1,11
MeV.Fib.0,MeV.Fib.3,11
MeV.Fib.5,MeV.Endothelial.1,11
MeV.Pericytes.0,MeV.FibLaminin.0,11
Neu.CSFcN.0,Imm.Interferon.0,11
Neu.CSFcN.0,MeV.Fib.4,11
Neu.CSFcN.0,MeV.Fib.5,11
Neu.Epend.0,MeV.FibCollagen.1,11
MeV.Fib.3,MeV.Endothelial.1,11
Imm.M0Like.0,MeV.FibCollagen.1,11
MeV.LowQuality.0,MeV.Fib.4,11
MeV.Fib.4,MeV.FibUnknown.6,11
MeV.Pericytes.0,MeV.Fib.5,11
MeV.VLMC.1,MeV.Epithelial.0,11
MeV.VLMC.1,MeV.FibCollagen.3,11
MeV.Fib.4,MeV.FibCollagen.1,11
MeV.VLMC.1,MeV.SMC.0,11
MeV.Fib.0,MeV.FibCollagen.3,11
MeV.Fib.3,MeV.Endothelial.3,11
MeV.FibUnknown.6,MeV.ImmuneDoublets.0,11
MeV.Fib.3,MeV.FibCollagen.3,11
MeV.FibCollagen.1,MeV.SMC.0,11
MeV.Pericytes.0,MeV.Epithelial.0,11
MeV.Pericytes.0,MeV.Fib.2,11
MeV.LowQuality.0,MeV.FibCollagen.1,11
MeV.LowQuality.0,MeV.Fib.2,11
Imm.M0Like.0,Imm.Interferon.0,11
MeV.Epithelial.0,Imm.DAM.0,10
MeV.Fib.0,Imm.M0Like.1,10
MeV.Fib.0,Neu.Epend.0,10
MeV.Fib.5,Neu.Epend.0,10
MeV.FibCollagen.0,Imm.M0Like.1,10
MeV.FibCollagen.1,Neu.Epend.0,10
MeV.FibLaminin.0,Neu.Epend.0,10
MeV.FibUnknown.6,Imm.M0Like.2,10
MeV.Fib.1,MeV.EndoUnknow.4,10
MeV.SMC.0,MeV.VLMC.1,10
Imm.M0Like.1,Neu.CSFcN.0,10
MeV.Fib.2,MeV.EndoUnknow.4,10
MeV.Fib.5,MeV.EndoUnknow.4,10
MeV.Fib.0,Imm.PVM.0,10
MeV.Fib.0,MeV.VLMC.1,10
MeV.Fib.1,MeV.SMC.0,10
MeV.FibProlif.0,MeV.ImmuneDoublets.0,10
MeV.Fib.4,MeV.SMC.0,10
MeV.FibCollagen.3,MeV.Fib.1,10
MeV.VLMC.0,MeV.Pericytes.0,10
MeV.Fib.1,MeV.Pericytes.0,10
MeV.Fib.2,MeV.FibCollagen.1,10
MeV.FibProlif.0,Neu.CSFcN.0,10
MeV.Fib.3,Imm.M0Like.2,10
MeV.Fib.3,MeV.Epithelial.0,10
MeV.FibCollagen.3,MeV.Epithelial.0,10
Imm.M0Like.2,MeV.Fib.3,10
MeV.Fib.0,Imm.M0Like.0,10
MeV.FibUnknown.6,Imm.DAM.1,10
MeV.LowQuality.0,MeV.FibLaminin.0,10
MeV.LowQuality.0,MeV.VLMC.0,10
MeV.Pericytes.0,Imm.M0Like.2,10
MeV.Pericytes.0,Imm.M0Like.0,10
MeV.FibUnknown.6,MeV.LowQuality.0,10
MeV.Pericytes.0,MeV.EndoUnknow.4,10
MeV.Fib.4,MeV.VLMC.1,10
MeV.Fib.4,MeV.Pericytes.0,10
MeV.LowQuality.0,MeV.FibProlif.0,10
MeV.LowQuality.0,MeV.ImmuneDoublets.0,10
MeV.SMC.0,MeV.ImmuneDoublets.0,10
MeV.Fib.4,MeV.Fib.3,10
MeV.Pericytes.0,MeV.FibCollagen.3,10
Imm.M0Like.0,MeV.Fib.2,10
MeV.Fib.0,MeV.Fib.2,10
MeV.Fib.3,MeV.Fib.2,10
MeV.FibCollagen.1,MeV.EndoUnknow.4,10
MeV.FibCollagen.2,MeV.Fib.4,10
MeV.FibUnknown.6,MeV.Fib.2,10
MeV.FibUnknown.6,MeV.Endothelial.1,10
