from,to,value
Neu.CSFcN.0,MeV.FibCollagen.3,14
Neu.CSFcN.0,MeV.FibLaminin.0,12
Neu.CSFcN.0,MeV.SMC.0,13
Neu.CSFcN.0,MeV.VLMC.0,6
Neu.CSFcN.0,MeV.VLMC.1,7
Neu.CSFcN.0,Neu.CSFcN.0,5
Neu.Epend.0,Imm.MHCII.0,3
Neu.Epend.0,MeV.FibCollagen.1,11
Imm.MHCII.0,Imm.DAM.1,4
Imm.MHCII.0,Imm.Interferon.0,5
Imm.MHCII.0,Imm.M0Like.0,5
Imm.MHCII.0,Imm.M0Like.1,5
Imm.MHCII.0,Imm.M0Like.2,5
Imm.MHCII.0,Imm.PVM.0,4
Imm.MHCII.0,MeV.Fib.0,2
Imm.MHCII.0,MeV.Fib.3,3
Imm.MHCII.0,MeV.Fib.4,2
Imm.MHCII.0,MeV.FibLaminin.0,3
Imm.MHCII.0,MeV.FibUnknown.6,2
Imm.MHCII.0,MeV.LowQuality.0,1
Imm.MHCII.0,MeV.Pericytes.0,4
Imm.MHCII.0,Neu.CSFcN.0,7
Imm.MHCII.0,Neu.Epend.0,3
MeV.Fib.3,Imm.M0Like.0,8
MeV.Fib.3,MeV.Endothelial.1,11
MeV.Fib.3,MeV.LowQuality.0,6
MeV.Fib.3,Neu.Epend.0,9
Neu.CSFcN.0,MeV.ImmuneDoublets.0,8
Neu.Epend.0,Imm.PVM.0,4
Neu.Epend.0,MeV.VLMC.0,2
Imm.DAM.1,Imm.M0Like.2,6
Imm.DAM.1,MeV.FibLaminin.0,5
Imm.Interferon.0,Imm.M0Like.0,5
Imm.Interferon.0,Imm.M0Like.2,2
Imm.Interferon.0,MeV.FibLaminin.0,6
Imm.Interferon.0,MeV.Pericytes.0,6
Imm.M0Like.0,Imm.MHCII.0,5
Imm.M0Like.0,MeV.FibCollagen.1,11
Imm.M0Like.1,MeV.LowQuality.0,3
MeV.Fib.0,MeV.FibUnknown.6,13
MeV.Fib.0,MeV.LowQuality.0,9
MeV.Fib.2,MeV.LowQuality.0,4
MeV.Fib.3,Imm.Interferon.0,12
MeV.Fib.3,MeV.Fib.3,9
MeV.Fib.3,MeV.FibUnknown.6,12
MeV.FibProlif.0,Neu.Epend.0,8
MeV.LowQuality.0,MeV.Fib.4,11
MeV.Pericytes.0,Imm.M0Like.0,10
MeV.Pericytes.0,MeV.LowQuality.0,12
Imm.MHCII.0,MeV.EndoUnknow.4,4
Imm.MHCII.0,MeV.Endothelial.2,6
MeV.EndoUnknow.4,MeV.Endothelial.2,5
MeV.EndoUnknow.4,MeV.Fib.4,3
MeV.EndoUnknow.4,MeV.Fib.5,1
MeV.EndoUnknow.4,MeV.FibCollagen.2,2
MeV.EndoUnknow.4,MeV.FibUnknown.6,5
MeV.EndoUnknow.4,MeV.LowQuality.0,4
MeV.EndoUnknow.4,MeV.Pericytes.0,3
MeV.Endothelial.0,MeV.Fib.4,5
MeV.Endothelial.2,Imm.MHCII.0,6
MeV.Endothelial.2,MeV.Fib.4,5
MeV.Endothelial.2,MeV.Fib.5,2
MeV.Endothelial.3,MeV.Fib.4,5
MeV.Endothelial.3,MeV.FibUnknown.6,6
MeV.Fib.4,MeV.EndoUnknow.4,9
MeV.Fib.4,MeV.Endothelial.0,4
MeV.Fib.4,MeV.Endothelial.1,9
MeV.Fib.4,MeV.Endothelial.2,3
MeV.Fib.4,MeV.Endothelial.3,5
MeV.Fib.4,MeV.FibUnknown.6,11
MeV.Fib.4,MeV.LowQuality.0,6
MeV.FibCollagen.2,MeV.EndoUnknow.4,6
MeV.FibUnknown.6,MeV.EndoUnknow.4,16
MeV.FibUnknown.6,MeV.Endothelial.3,5
MeV.FibUnknown.6,MeV.FibUnknown.6,13
MeV.FibUnknown.6,MeV.LowQuality.0,10
MeV.LowQuality.0,MeV.FibUnknown.6,12
MeV.Pericytes.0,Imm.MHCII.0,4
MeV.Pericytes.0,MeV.EndoUnknow.4,10
MeV.Pericytes.0,MeV.Fib.5,11
Neu.CSFcN.0,MeV.EndoUnknow.4,12
Neu.CSFcN.0,MeV.FibCollagen.2,9
Neu.CSFcN.0,MeV.FibUnknown.6,8
Neu.Epend.0,MeV.EndoUnknow.4,14
Neu.Epend.0,MeV.Fib.5,6
MeV.FibCollagen.0,MeV.FibCollagen.0,5
MeV.FibCollagen.0,MeV.FibCollagen.3,5
Imm.DAM.0,MeV.Endothelial.2,7
Imm.DAM.1,Imm.DAM.0,7
Imm.DAM.1,MeV.EndoUnknow.4,5
Imm.Interferon.0,MeV.EndoUnknow.4,5
Imm.M0Like.0,Imm.Proliferative.0,2
Imm.M0Like.0,MeV.EndoUnknow.4,9
Imm.M0Like.0,MeV.ImmuneDoublets.0,5
Imm.M0Like.1,Imm.DAM.0,4
Imm.M0Like.1,Imm.MHCII.0,2
Imm.M0Like.1,Imm.PVM.0,6
Imm.M0Like.1,MeV.EndoUnknow.4,4
Imm.M0Like.1,MeV.Epithelial.0,6
Imm.M0Like.1,MeV.Fib.0,3
Imm.M0Like.1,MeV.Fib.2,7
Imm.M0Like.1,MeV.Fib.3,6
Imm.M0Like.1,MeV.Fib.4,4
Imm.M0Like.1,MeV.FibProlif.0,4
Imm.M0Like.1,MeV.ImmuneDoublets.0,2
Imm.M0Like.2,Imm.DAM.0,5
Imm.M0Like.2,Imm.MHCII.0,3
Imm.M0Like.2,Imm.PVM.0,5
Imm.M0Like.2,Imm.Proliferative.0,3
Imm.M0Like.2,MeV.EndoUnknow.4,5
Imm.M0Like.2,MeV.Fib.0,6
Imm.M0Like.2,MeV.Fib.4,5
Imm.M0Like.2,MeV.ImmuneDoublets.0,2
Imm.M0Like.2,MeV.Pericytes.0,9
Imm.PVM.0,MeV.Endothelial.2,5
Imm.Proliferative.0,Imm.M0Like.0,1
Imm.Proliferative.0,Imm.M0Like.2,1
Imm.Proliferative.0,MeV.EndoUnknow.4,1
Imm.Proliferative.0,MeV.Endothelial.0,1
Imm.Proliferative.0,MeV.Endothelial.2,2
MeV.EndoUnknow.4,Imm.Proliferative.0,2
MeV.EndoUnknow.4,MeV.Fib.0,2
MeV.EndoUnknow.4,MeV.ImmuneDoublets.0,2
MeV.Endothelial.0,Imm.PVM.0,5
MeV.Endothelial.0,MeV.ImmuneDoublets.0,3
MeV.Endothelial.1,MeV.ImmuneDoublets.0,2
MeV.Endothelial.2,Imm.PVM.0,4
MeV.Endothelial.2,MeV.ImmuneDoublets.0,6
MeV.Endothelial.2,MeV.Pericytes.0,4
MeV.Fib.0,MeV.EndoUnknow.4,12
MeV.Fib.3,MeV.EndoUnknow.4,9
MeV.Fib.3,MeV.Endothelial.0,5
MeV.ImmuneDoublets.0,Imm.M0Like.2,4
MeV.ImmuneDoublets.0,MeV.Endothelial.2,4
MeV.Pericytes.0,MeV.Endothelial.2,7
MeV.FibCollagen.2,Imm.Interferon.0,9
MeV.FibCollagen.2,Imm.M0Like.0,9
MeV.FibCollagen.2,Imm.M0Like.2,9
MeV.FibCollagen.2,Imm.Proliferative.0,4
MeV.FibCollagen.2,MeV.Fib.3,8
MeV.FibCollagen.2,MeV.ImmuneDoublets.0,18
MeV.FibCollagen.2,Neu.Epend.0,5
Imm.DAM.0,MeV.Epithelial.0,4
Imm.DAM.1,MeV.FibCollagen.2,8
Imm.Interferon.0,MeV.FibCollagen.2,4
Imm.M0Like.0,MeV.FibCollagen.2,6
Imm.M0Like.1,MeV.FibCollagen.2,6
Imm.M0Like.2,MeV.FibCollagen.2,6
Imm.MHCII.0,MeV.Epithelial.0,3
Imm.PVM.0,MeV.Epithelial.0,5
Imm.Proliferative.0,MeV.Epithelial.0,3
MeV.EndoUnknow.4,MeV.Epithelial.0,3
MeV.Endothelial.0,MeV.FibCollagen.2,5
MeV.Endothelial.1,MeV.FibCollagen.2,5
MeV.Endothelial.2,MeV.FibCollagen.2,4
MeV.Endothelial.3,MeV.FibCollagen.2,5
MeV.Fib.3,MeV.FibCollagen.2,7
MeV.Fib.4,MeV.Epithelial.0,13
MeV.ImmuneDoublets.0,MeV.Epithelial.0,6
Neu.Epend.0,MeV.FibCollagen.2,5
MeV.FibCollagen.1,Imm.MHCII.0,4
MeV.FibCollagen.1,MeV.Epithelial.0,21
MeV.Fib.0,MeV.FibCollagen.2,5
MeV.Fib.2,MeV.FibCollagen.2,2
MeV.Fib.4,MeV.FibCollagen.2,4
MeV.FibCollagen.0,MeV.FibCollagen.2,4
MeV.FibProlif.0,MeV.FibCollagen.2,2
MeV.VLMC.0,MeV.FibCollagen.2,5
MeV.FibUnknown.6,MeV.FibCollagen.2,8
MeV.LowQuality.0,MeV.FibCollagen.2,8
MeV.VLMC.1,Imm.DAM.0,12
MeV.VLMC.1,Imm.DAM.1,8
MeV.VLMC.1,Imm.Interferon.0,8
MeV.VLMC.1,Imm.M0Like.1,9
MeV.VLMC.1,Imm.M0Like.2,5
MeV.VLMC.1,Imm.MHCII.0,8
MeV.VLMC.1,Imm.PVM.0,6
MeV.VLMC.1,MeV.Epithelial.0,11
MeV.VLMC.1,MeV.Fib.0,7
MeV.VLMC.1,MeV.Fib.1,19
MeV.VLMC.1,MeV.Fib.2,8
MeV.VLMC.1,MeV.Fib.5,6
MeV.VLMC.1,MeV.FibCollagen.0,8
MeV.VLMC.1,MeV.FibCollagen.1,15
MeV.VLMC.1,MeV.FibCollagen.3,11
MeV.VLMC.1,MeV.FibProlif.0,21
MeV.VLMC.1,MeV.ImmuneDoublets.0,21
MeV.VLMC.1,MeV.VLMC.0,4
MeV.Endothelial.3,Imm.Interferon.0,3
MeV.Fib.4,Imm.MHCII.0,6
MeV.Fib.4,Imm.PVM.0,6
MeV.Fib.4,MeV.Fib.0,3
MeV.Fib.4,MeV.Fib.1,9
MeV.Fib.4,MeV.Fib.2,8
MeV.Fib.4,MeV.Fib.5,4
MeV.Fib.4,MeV.FibCollagen.0,6
MeV.Fib.4,MeV.FibCollagen.1,11
MeV.Fib.4,MeV.VLMC.0,4
MeV.Fib.4,MeV.VLMC.1,10
MeV.ImmuneDoublets.0,Imm.MHCII.0,4
MeV.ImmuneDoublets.0,MeV.Fib.1,5
MeV.ImmuneDoublets.0,MeV.Fib.2,3
MeV.ImmuneDoublets.0,MeV.Fib.5,2
MeV.ImmuneDoublets.0,MeV.FibCollagen.0,4
MeV.ImmuneDoublets.0,MeV.FibCollagen.3,5
MeV.ImmuneDoublets.0,MeV.VLMC.0,4
MeV.SMC.0,Imm.DAM.0,3
MeV.SMC.0,Imm.M0Like.1,2
MeV.SMC.0,Imm.M0Like.2,2
MeV.SMC.0,MeV.FibCollagen.1,5
MeV.SMC.0,MeV.FibProlif.0,12
MeV.VLMC.0,Imm.MHCII.0,5
MeV.VLMC.0,MeV.Fib.0,2
MeV.VLMC.0,MeV.Fib.1,13
MeV.VLMC.0,MeV.Fib.2,5
MeV.VLMC.0,MeV.Fib.5,3
MeV.VLMC.0,MeV.FibCollagen.0,4
MeV.VLMC.0,MeV.FibCollagen.3,8
MeV.VLMC.0,MeV.VLMC.0,3
MeV.VLMC.0,Imm.M0Like.0,5
MeV.VLMC.0,MeV.Fib.3,7
MeV.VLMC.0,MeV.FibUnknown.6,5
MeV.VLMC.1,Imm.Proliferative.0,6
MeV.VLMC.1,MeV.Fib.3,7
MeV.VLMC.1,MeV.FibLaminin.0,5
MeV.VLMC.1,MeV.FibUnknown.6,7
MeV.VLMC.1,MeV.SMC.0,11
MeV.VLMC.1,Neu.Epend.0,3
MeV.FibUnknown.6,MeV.Epithelial.0,13
MeV.LowQuality.0,MeV.Epithelial.0,13
MeV.SMC.0,MeV.Epithelial.0,8
MeV.Endothelial.2,MeV.Epithelial.0,3
Neu.CSFcN.0,MeV.Epithelial.0,9
MeV.Endothelial.3,MeV.Epithelial.0,4
Imm.Interferon.0,MeV.Epithelial.0,7
MeV.FibUnknown.6,MeV.VLMC.1,12
MeV.LowQuality.0,MeV.VLMC.1,12
MeV.Endothelial.2,MeV.VLMC.1,2
MeV.Pericytes.0,MeV.VLMC.1,7
MeV.Endothelial.3,MeV.VLMC.1,7
Imm.Proliferative.0,MeV.VLMC.1,1
MeV.Endothelial.0,MeV.VLMC.1,4
MeV.Fib.0,MeV.Endothelial.3,5
MeV.Fib.0,MeV.Fib.1,8
MeV.Fib.0,MeV.FibCollagen.3,11
MeV.Fib.2,MeV.Endothelial.3,3
MeV.Fib.2,MeV.Fib.1,8
MeV.Fib.2,MeV.FibCollagen.3,6
MeV.Fib.3,MeV.Endothelial.3,11
MeV.Fib.4,MeV.Pericytes.0,10
MeV.FibCollagen.1,MeV.FibProlif.0,19
MeV.FibCollagen.1,MeV.ImmuneDoublets.0,15
MeV.FibUnknown.6,MeV.Fib.1,7
MeV.FibUnknown.6,MeV.FibCollagen.3,13
MeV.FibUnknown.6,MeV.ImmuneDoublets.0,11
MeV.LowQuality.0,MeV.Endothelial.3,6
MeV.LowQuality.0,MeV.Fib.1,9
MeV.LowQuality.0,MeV.FibCollagen.3,14
MeV.LowQuality.0,MeV.FibProlif.0,10
MeV.LowQuality.0,MeV.ImmuneDoublets.0,10
MeV.LowQuality.0,MeV.SMC.0,12
MeV.Fib.3,MeV.Fib.1,12
MeV.Fib.3,MeV.FibCollagen.3,11
MeV.SMC.0,MeV.Endothelial.3,3
MeV.SMC.0,MeV.Fib.1,7
MeV.SMC.0,MeV.FibCollagen.3,6
MeV.SMC.0,MeV.ImmuneDoublets.0,10
MeV.SMC.0,MeV.SMC.0,3
MeV.FibCollagen.1,MeV.SMC.0,11
MeV.FibProlif.0,MeV.Fib.1,5
MeV.FibProlif.0,MeV.FibCollagen.3,9
MeV.Endothelial.2,MeV.Endothelial.3,1
MeV.Endothelial.2,MeV.FibCollagen.3,4
MeV.FibCollagen.2,MeV.FibCollagen.3,7
MeV.FibCollagen.2,MeV.Pericytes.0,13
Neu.CSFcN.0,MeV.FibProlif.0,16
Neu.CSFcN.0,MeV.Pericytes.0,6
MeV.Pericytes.0,MeV.Fib.1,5
MeV.Pericytes.0,MeV.FibProlif.0,6
MeV.Pericytes.0,MeV.ImmuneDoublets.0,5
MeV.ImmuneDoublets.0,MeV.FibProlif.0,6
MeV.ImmuneDoublets.0,MeV.SMC.0,5
MeV.VLMC.1,MeV.Pericytes.0,9
MeV.Endothelial.3,MeV.ImmuneDoublets.0,7
MeV.Endothelial.3,MeV.Endothelial.3,3
MeV.Endothelial.3,MeV.FibCollagen.3,3
MeV.Endothelial.3,MeV.Pericytes.0,4
Imm.Interferon.0,MeV.Fib.1,3
Imm.Interferon.0,MeV.FibCollagen.3,3
Imm.Interferon.0,MeV.FibProlif.0,4
Imm.Interferon.0,MeV.ImmuneDoublets.0,3
Imm.Interferon.0,MeV.SMC.0,5
Imm.Proliferative.0,MeV.Endothelial.3,2
Imm.Proliferative.0,MeV.Fib.1,2
Imm.Proliferative.0,MeV.FibCollagen.3,1
Imm.Proliferative.0,MeV.FibProlif.0,2
Imm.Proliferative.0,MeV.ImmuneDoublets.0,1
Imm.Proliferative.0,MeV.Pericytes.0,1
Imm.Proliferative.0,MeV.SMC.0,1
MeV.Endothelial.2,MeV.Endothelial.0,3
Neu.CSFcN.0,MeV.Endothelial.0,4
MeV.Pericytes.0,MeV.Epithelial.0,11
MeV.FibCollagen.1,Imm.DAM.0,7
MeV.FibCollagen.3,Imm.Interferon.0,5
MeV.FibCollagen.3,Imm.M0Like.0,5
MeV.FibProlif.0,Imm.Interferon.0,2
MeV.FibProlif.0,Imm.M0Like.0,2
MeV.Pericytes.0,Imm.DAM.0,6
MeV.Pericytes.0,Imm.Proliferative.0,3
Imm.DAM.0,Imm.DAM.0,4
Imm.MHCII.0,MeV.Endothelial.3,2
MeV.Fib.3,Imm.DAM.0,8
MeV.FibCollagen.0,MeV.Endothelial.3,2
MeV.FibProlif.0,Imm.DAM.0,4
MeV.Pericytes.0,MeV.Endothelial.3,2
Neu.Epend.0,MeV.Endothelial.3,6
Imm.DAM.0,Imm.PVM.0,4
Imm.DAM.1,Imm.PVM.0,6
Imm.Interferon.0,Imm.PVM.0,2
Imm.PVM.0,Imm.PVM.0,3
Imm.DAM.1,Imm.DAM.1,6
Imm.DAM.1,Imm.M0Like.1,4
Imm.DAM.1,MeV.Endothelial.2,6
Imm.DAM.1,MeV.Epithelial.0,7
Imm.DAM.1,MeV.Fib.0,2
Imm.DAM.1,MeV.Fib.1,3
Imm.DAM.1,MeV.Fib.2,3
Imm.DAM.1,MeV.Fib.3,7
Imm.DAM.1,MeV.Fib.4,5
Imm.DAM.1,MeV.FibCollagen.0,4
Imm.DAM.1,MeV.FibCollagen.1,3
Imm.DAM.1,MeV.FibCollagen.3,5
Imm.DAM.1,MeV.FibProlif.0,3
Imm.DAM.1,MeV.FibUnknown.6,4
Imm.DAM.1,MeV.ImmuneDoublets.0,4
Imm.DAM.1,MeV.LowQuality.0,1
Imm.DAM.1,MeV.Pericytes.0,4
Imm.DAM.1,MeV.SMC.0,5
Imm.DAM.1,MeV.VLMC.0,6
MeV.Endothelial.3,Imm.M0Like.0,1
MeV.Endothelial.3,Imm.PVM.0,5
MeV.Endothelial.3,MeV.Endothelial.0,2
MeV.Endothelial.3,MeV.Endothelial.2,2
MeV.Endothelial.3,MeV.Fib.0,3
MeV.Endothelial.3,MeV.Fib.2,4
MeV.Endothelial.3,MeV.LowQuality.0,2
MeV.Endothelial.3,MeV.VLMC.0,2
MeV.Endothelial.3,Neu.CSFcN.0,3
Imm.DAM.0,MeV.Fib.1,2
Imm.DAM.0,MeV.Fib.2,3
Imm.DAM.0,MeV.Fib.5,1
Imm.DAM.0,MeV.FibCollagen.0,4
Imm.Interferon.0,MeV.Fib.2,3
Imm.Interferon.0,MeV.FibCollagen.0,5
Imm.M0Like.0,MeV.Epithelial.0,5
Imm.M0Like.0,MeV.Fib.0,9
Imm.M0Like.0,MeV.Fib.1,3
Imm.M0Like.0,MeV.Fib.5,9
Imm.M0Like.1,MeV.FibCollagen.0,7
MeV.Endothelial.3,MeV.Fib.5,3
MeV.Fib.0,MeV.Fib.5,7
MeV.Fib.3,MeV.Fib.5,9
MeV.Fib.4,MeV.Fib.3,10
MeV.FibCollagen.0,MeV.Fib.5,5
MeV.FibCollagen.1,MeV.Fib.5,2
MeV.FibUnknown.6,MeV.Fib.5,13
MeV.LowQuality.0,MeV.Fib.5,9
MeV.Pericytes.0,MeV.Fib.0,9
MeV.Pericytes.0,MeV.FibCollagen.3,10
Imm.DAM.0,MeV.FibCollagen.3,2
Imm.DAM.0,MeV.FibProlif.0,1
Imm.M0Like.0,MeV.Endothelial.2,3
Imm.M0Like.0,MeV.Fib.2,10
Imm.M0Like.0,MeV.FibProlif.0,5
Imm.M0Like.1,MeV.FibCollagen.3,4
MeV.Fib.2,MeV.FibCollagen.0,3
MeV.FibCollagen.0,MeV.Fib.2,8
MeV.Pericytes.0,MeV.Fib.2,11
MeV.Pericytes.0,MeV.FibCollagen.0,6
Neu.Epend.0,MeV.FibProlif.0,9
MeV.Fib.0,MeV.Endothelial.0,5
MeV.Fib.0,MeV.Fib.0,9
MeV.Fib.0,MeV.Fib.2,10
MeV.Fib.0,MeV.FibCollagen.0,6
MeV.Fib.0,MeV.VLMC.0,2
MeV.Fib.3,MeV.Fib.0,12
MeV.Fib.3,MeV.Fib.2,10
MeV.Fib.3,MeV.FibCollagen.0,9
MeV.Fib.3,MeV.VLMC.0,9
MeV.FibCollagen.1,MeV.Endothelial.2,6
MeV.FibCollagen.1,MeV.Fib.0,3
MeV.FibProlif.0,MeV.Fib.5,1
MeV.FibProlif.0,MeV.VLMC.0,1
Imm.Interferon.0,Neu.CSFcN.0,9
Imm.Interferon.0,Neu.Epend.0,5
Imm.M0Like.0,MeV.LowQuality.0,3
Imm.M0Like.0,Neu.CSFcN.0,7
Imm.M0Like.1,Neu.Epend.0,4
MeV.Epithelial.0,Imm.M0Like.0,5
MeV.Epithelial.0,MeV.FibUnknown.6,8
MeV.Epithelial.0,MeV.LowQuality.0,2
MeV.Fib.4,MeV.Fib.4,4
MeV.FibCollagen.1,MeV.EndoUnknow.4,10
MeV.FibCollagen.1,MeV.LowQuality.0,5
MeV.FibCollagen.2,MeV.Fib.4,10
MeV.FibCollagen.2,MeV.LowQuality.0,6
MeV.FibLaminin.0,MeV.EndoUnknow.4,8
MeV.FibLaminin.0,MeV.LowQuality.0,6
MeV.LowQuality.0,MeV.LowQuality.0,6
MeV.SMC.0,Neu.CSFcN.0,2
MeV.VLMC.0,MeV.EndoUnknow.4,6
MeV.VLMC.0,MeV.LowQuality.0,1
MeV.VLMC.1,MeV.EndoUnknow.4,7
MeV.VLMC.1,MeV.Fib.4,6
MeV.VLMC.1,MeV.LowQuality.0,6
Neu.CSFcN.0,MeV.LowQuality.0,5
Neu.Epend.0,MeV.LowQuality.0,3
Imm.DAM.0,MeV.Fib.0,1
Imm.DAM.0,MeV.FibCollagen.1,3
Imm.Interferon.0,MeV.Fib.0,1
Imm.Interferon.0,MeV.FibCollagen.1,3
Imm.M0Like.1,MeV.Fib.1,3
Imm.M0Like.1,MeV.FibCollagen.1,4
MeV.Endothelial.1,MeV.FibCollagen.1,9
MeV.FibCollagen.1,MeV.FibUnknown.6,6
MeV.FibCollagen.2,MeV.FibUnknown.6,9
MeV.LowQuality.0,MeV.FibCollagen.1,11
MeV.Pericytes.0,MeV.FibCollagen.1,9
Neu.Epend.0,MeV.FibUnknown.6,7
MeV.FibCollagen.1,Neu.CSFcN.0,13
MeV.Epithelial.0,Imm.MHCII.0,7
MeV.Fib.0,Imm.MHCII.0,3
MeV.Fib.1,Imm.MHCII.0,6
MeV.Fib.1,MeV.FibUnknown.6,4
MeV.Fib.2,Imm.MHCII.0,1
MeV.Fib.2,MeV.FibUnknown.6,7
MeV.Fib.3,Imm.MHCII.0,4
MeV.Fib.5,Imm.MHCII.0,3
MeV.FibCollagen.0,Imm.MHCII.0,4
MeV.FibCollagen.0,MeV.FibUnknown.6,5
MeV.FibCollagen.3,Imm.MHCII.0,2
MeV.FibCollagen.3,MeV.FibUnknown.6,6
MeV.FibProlif.0,Imm.MHCII.0,2
MeV.FibProlif.0,MeV.FibUnknown.6,4
MeV.Fib.4,Imm.M0Like.0,8
MeV.Fib.4,MeV.FibLaminin.0,3
MeV.ImmuneDoublets.0,Imm.Interferon.0,4
MeV.ImmuneDoublets.0,MeV.Fib.0,1
MeV.ImmuneDoublets.0,MeV.FibUnknown.6,1
MeV.SMC.0,Imm.DAM.1,2
MeV.SMC.0,Imm.Interferon.0,1
MeV.SMC.0,MeV.Fib.3,3
MeV.Endothelial.0,Imm.MHCII.0,5
MeV.FibUnknown.6,Imm.MHCII.0,6
MeV.LowQuality.0,Imm.MHCII.0,7
MeV.Endothelial.3,Imm.MHCII.0,6
MeV.Endothelial.0,MeV.Epithelial.0,1
MeV.Endothelial.0,MeV.FibCollagen.1,4
MeV.Endothelial.0,MeV.FibCollagen.3,3
MeV.Endothelial.0,MeV.Pericytes.0,3
MeV.Endothelial.0,MeV.VLMC.0,2
MeV.FibUnknown.6,MeV.FibCollagen.0,4
MeV.LowQuality.0,MeV.FibCollagen.0,5
MeV.FibCollagen.0,MeV.Fib.3,6
MeV.FibCollagen.1,Imm.DAM.1,3
MeV.FibCollagen.1,Imm.PVM.0,3
MeV.ImmuneDoublets.0,Imm.DAM.0,3
MeV.ImmuneDoublets.0,MeV.Fib.3,2
MeV.Endothelial.0,Imm.Interferon.0,1
MeV.Endothelial.0,Imm.M0Like.0,2
MeV.Endothelial.2,Imm.M0Like.0,1
MeV.Epithelial.0,Imm.Proliferative.0,2
MeV.Fib.4,Imm.Proliferative.0,3
MeV.FibUnknown.6,Imm.M0Like.0,13
MeV.FibUnknown.6,Imm.M0Like.1,9
MeV.FibUnknown.6,Imm.Proliferative.0,3
MeV.ImmuneDoublets.0,Imm.Proliferative.0,3
MeV.LowQuality.0,Imm.M0Like.0,6
MeV.LowQuality.0,Imm.Proliferative.0,3
MeV.VLMC.0,Imm.Proliferative.0,2
Imm.DAM.0,MeV.Fib.3,3
Imm.DAM.0,MeV.FibCollagen.2,2
Imm.Interferon.0,MeV.Fib.3,3
Imm.DAM.0,Imm.Interferon.0,3
Imm.DAM.0,Imm.Proliferative.0,2
Imm.DAM.0,MeV.ImmuneDoublets.0,2
Imm.DAM.0,MeV.Pericytes.0,5
Imm.DAM.0,MeV.SMC.0,2
Imm.DAM.1,Imm.Interferon.0,5
Imm.DAM.1,Imm.Proliferative.0,3
Imm.M0Like.1,MeV.VLMC.0,4
Imm.PVM.0,MeV.VLMC.0,2
Imm.DAM.1,MeV.Endothelial.1,5
Imm.DAM.1,MeV.Fib.5,2
Imm.Interferon.0,MeV.Endothelial.2,8
Imm.M0Like.1,MeV.Endothelial.2,5
Imm.M0Like.2,MeV.Endothelial.2,6
Imm.PVM.0,MeV.Fib.2,2
Imm.PVM.0,MeV.SMC.0,2
MeV.Fib.2,Imm.Interferon.0,5
MeV.FibCollagen.3,MeV.Fib.0,3
MeV.FibUnknown.6,MeV.Fib.2,10
MeV.LowQuality.0,MeV.Endothelial.0,5
MeV.LowQuality.0,MeV.Endothelial.1,7
MeV.LowQuality.0,MeV.Endothelial.2,6
MeV.LowQuality.0,MeV.Fib.2,11
Imm.DAM.0,MeV.Fib.4,4
Imm.Interferon.0,MeV.Fib.4,3
Imm.PVM.0,MeV.Fib.4,4
MeV.ImmuneDoublets.0,MeV.Fib.4,5
Imm.M0Like.0,MeV.Fib.4,9
Imm.Proliferative.0,MeV.Fib.4,1
MeV.Pericytes.0,MeV.Fib.4,6
Neu.Epend.0,MeV.Fib.4,2
MeV.Endothelial.0,Neu.CSFcN.0,6
MeV.FibUnknown.6,MeV.Endothelial.2,6
Imm.M0Like.2,Imm.DAM.1,6
Imm.M0Like.2,Imm.Interferon.0,7
Imm.M0Like.2,Imm.M0Like.1,6
Imm.M0Like.2,MeV.FibProlif.0,4
MeV.Endothelial.0,MeV.FibUnknown.6,1
MeV.Fib.2,MeV.Fib.5,2
MeV.FibCollagen.3,MeV.LowQuality.0,4
MeV.Endothelial.0,MeV.Endothelial.2,2
MeV.Endothelial.0,MeV.Fib.2,1
MeV.Fib.2,MeV.Fib.3,5
MeV.VLMC.1,MeV.Endothelial.1,7
MeV.Endothelial.0,MeV.Fib.0,1
MeV.Fib.2,MeV.Fib.0,3
MeV.SMC.0,MeV.Fib.5,1
Neu.CSFcN.0,Imm.M0Like.0,4
MeV.FibProlif.0,MeV.FibCollagen.0,3
MeV.SMC.0,MeV.FibCollagen.0,3
MeV.FibProlif.0,MeV.Fib.2,1
MeV.SMC.0,MeV.Fib.2,1
MeV.SMC.0,MeV.FibCollagen.2,1
MeV.Fib.3,Imm.Proliferative.0,2
MeV.VLMC.1,MeV.Endothelial.2,2
MeV.FibCollagen.2,Imm.MHCII.0,4
Imm.DAM.1,Neu.Epend.0,3
Imm.M0Like.0,Imm.DAM.1,6
Imm.M0Like.0,Imm.Interferon.0,11
Imm.M0Like.0,Imm.M0Like.1,5
Imm.M0Like.0,MeV.FibLaminin.0,5
Imm.M0Like.0,MeV.FibUnknown.6,9
Imm.M0Like.2,MeV.Fib.5,5
Imm.M0Like.2,MeV.FibUnknown.6,7
Imm.M0Like.2,MeV.LowQuality.0,3
MeV.Endothelial.1,Imm.MHCII.0,2
MeV.FibUnknown.6,MeV.Endothelial.0,4
MeV.Pericytes.0,MeV.FibUnknown.6,14
Neu.CSFcN.0,Imm.M0Like.1,2
Neu.Epend.0,MeV.ImmuneDoublets.0,9
Imm.M0Like.1,MeV.FibUnknown.6,9
Imm.M0Like.2,Imm.M0Like.2,7
Imm.PVM.0,Neu.CSFcN.0,21
MeV.Endothelial.0,MeV.Endothelial.1,2
