from,to,value
MeV.Fib.5,Imm.M0Like.2,17
MeV.Fib.5,Imm.DAM.0,4
MeV.Fib.5,Imm.MHCII.0,6
MeV.Fib.5,Imm.Interferon.0,6
MeV.Fib.5,MeV.ImmuneDoublets.0,19
MeV.Fib.5,Imm.PVM.0,14
MeV.Fib.5,Imm.DAM.1,8
MeV.Fib.5,Imm.Proliferative.0,2
MeV.Fib.5,Neu.CSFcN.0,60
MeV.Fib.5,Neu.Epend.0,42
MeV.Fib.5,MeV.Epithelial.0,34
MeV.Fib.5,MeV.Pericytes.0,40
MeV.Fib.5,MeV.Endothelial.0,19
MeV.Fib.5,MeV.SMC.0,26
MeV.Fib.5,MeV.FibCollagen.1,21
MeV.Fib.5,MeV.Fib.5,9
MeV.Fib.5,MeV.Fib.4,23
MeV.Fib.5,MeV.FibProlif.0,20
MeV.Fib.5,MeV.Endothelial.3,23
MeV.Fib.5,MeV.FibCollagen.2,21
MeV.Fib.5,MeV.VLMC.1,36
MeV.Fib.5,MeV.FibLaminin.0,31
MeV.Fib.5,MeV.VLMC.0,26
MeV.Fib.5,MeV.Fib.3,30
MeV.Fib.5,MeV.FibUnknown.6,30
MeV.Fib.5,MeV.LowQuality.0,21
MeV.Fib.5,Imm.M0Like.0,28
MeV.Fib.5,MeV.Endothelial.1,26
MeV.Fib.5,MeV.Fib.2,23
MeV.Fib.5,MeV.FibCollagen.0,24
MeV.Fib.5,MeV.Fib.0,27
MeV.Fib.5,MeV.Fib.1,25
MeV.Fib.5,MeV.Endothelial.2,19
MeV.Fib.5,MeV.FibCollagen.3,33
MeV.Fib.4,Imm.M0Like.1,17
MeV.Fib.4,Imm.M0Like.2,17
MeV.Fib.4,Imm.DAM.0,20
MeV.Fib.4,Imm.MHCII.0,15
MeV.Fib.4,Imm.Interferon.0,14
MeV.Fib.4,MeV.ImmuneDoublets.0,21
MeV.Fib.4,Imm.PVM.0,18
MeV.Fib.4,Imm.DAM.1,18
MeV.Fib.4,Imm.Proliferative.0,7
MeV.Fib.4,Neu.CSFcN.0,53
MeV.Fib.4,Neu.Epend.0,40
MeV.Fib.4,MeV.Epithelial.0,34
MeV.Fib.4,MeV.Pericytes.0,31
MeV.Fib.4,MeV.Endothelial.0,25
MeV.Fib.4,MeV.SMC.0,20
MeV.Fib.4,MeV.FibCollagen.1,21
MeV.Fib.4,MeV.Fib.5,23
MeV.Fib.4,MeV.Fib.4,10
MeV.Fib.4,MeV.FibProlif.0,25
MeV.Fib.4,MeV.Endothelial.3,23
MeV.Fib.4,MeV.FibCollagen.2,25
MeV.Fib.4,MeV.VLMC.1,31
MeV.Fib.4,MeV.FibLaminin.0,21
MeV.Fib.4,MeV.VLMC.0,27
MeV.Fib.4,MeV.Fib.3,24
MeV.Fib.4,MeV.FibUnknown.6,31
MeV.Fib.4,MeV.LowQuality.0,25
MeV.Fib.4,Imm.M0Like.0,27
MeV.Fib.4,MeV.Endothelial.1,28
MeV.Fib.4,MeV.Fib.2,28
MeV.Fib.4,MeV.FibCollagen.0,31
MeV.Fib.4,MeV.Fib.0,25
MeV.Fib.4,MeV.Fib.1,31
MeV.Fib.4,MeV.Endothelial.2,23
MeV.Fib.4,MeV.FibCollagen.3,38
MeV.FibProlif.0,Imm.M0Like.1,8
MeV.FibProlif.0,Imm.M0Like.2,11
MeV.FibProlif.0,Imm.DAM.0,6
MeV.FibProlif.0,Imm.MHCII.0,4
MeV.FibProlif.0,Imm.Interferon.0,7
MeV.FibProlif.0,MeV.ImmuneDoublets.0,16
MeV.FibProlif.0,Imm.PVM.0,8
MeV.FibProlif.0,Imm.DAM.1,5
MeV.FibProlif.0,Imm.Proliferative.0,3
MeV.FibProlif.0,Neu.CSFcN.0,61
MeV.FibProlif.0,Neu.Epend.0,47
MeV.FibProlif.0,MeV.Epithelial.0,33
MeV.FibProlif.0,MeV.Pericytes.0,30
MeV.FibProlif.0,MeV.Endothelial.0,17
MeV.FibProlif.0,MeV.SMC.0,31
MeV.FibProlif.0,MeV.FibCollagen.1,33
MeV.FibProlif.0,MeV.Fib.5,20
MeV.FibProlif.0,MeV.Fib.4,25
MeV.FibProlif.0,MeV.FibProlif.0,8
MeV.FibProlif.0,MeV.Endothelial.3,21
MeV.FibProlif.0,MeV.FibCollagen.2,25
MeV.FibProlif.0,MeV.VLMC.1,42
MeV.FibProlif.0,MeV.FibLaminin.0,29
MeV.FibProlif.0,MeV.VLMC.0,32
MeV.FibProlif.0,MeV.Fib.3,25
MeV.FibProlif.0,MeV.FibUnknown.6,21
MeV.FibProlif.0,MeV.LowQuality.0,16
MeV.FibProlif.0,Imm.M0Like.0,18
MeV.FibProlif.0,MeV.Endothelial.1,19
MeV.FibProlif.0,MeV.Fib.2,19
MeV.FibProlif.0,MeV.FibCollagen.0,31
MeV.FibProlif.0,MeV.Fib.0,20
MeV.FibProlif.0,MeV.Fib.1,30
MeV.FibProlif.0,MeV.Endothelial.2,14
MeV.FibProlif.0,MeV.FibCollagen.3,34
MeV.Endothelial.3,Imm.M0Like.1,14
MeV.Endothelial.3,Imm.M0Like.2,12
MeV.Endothelial.3,Imm.DAM.0,16
MeV.Endothelial.3,Imm.MHCII.0,11
MeV.Endothelial.3,Imm.Interferon.0,9
MeV.Endothelial.3,MeV.ImmuneDoublets.0,17
MeV.Endothelial.3,Imm.PVM.0,16
MeV.Endothelial.3,Imm.DAM.1,18
MeV.Endothelial.3,Imm.Proliferative.0,6
MeV.Endothelial.3,Neu.CSFcN.0,40
MeV.Endothelial.3,Neu.Epend.0,34
MeV.Endothelial.3,MeV.Epithelial.0,30
MeV.Endothelial.3,MeV.Pericytes.0,18
MeV.Endothelial.3,MeV.Endothelial.0,18
MeV.Endothelial.3,MeV.SMC.0,19
MeV.Endothelial.3,MeV.FibCollagen.1,37
MeV.Endothelial.3,MeV.Fib.5,23
MeV.Endothelial.3,MeV.Fib.4,23
MeV.Endothelial.3,MeV.FibProlif.0,21
MeV.Endothelial.3,MeV.Endothelial.3,8
MeV.Endothelial.3,MeV.FibCollagen.2,34
MeV.Endothelial.3,MeV.VLMC.1,39
MeV.Endothelial.3,MeV.FibLaminin.0,23
MeV.Endothelial.3,MeV.VLMC.0,29
MeV.Endothelial.3,MeV.Fib.3,25
MeV.Endothelial.3,MeV.FibUnknown.6,18
MeV.Endothelial.3,MeV.LowQuality.0,14
MeV.Endothelial.3,Imm.M0Like.0,13
MeV.Endothelial.3,MeV.Endothelial.1,19
MeV.Endothelial.3,MeV.Fib.2,27
MeV.Endothelial.3,MeV.FibCollagen.0,31
MeV.Endothelial.3,MeV.Fib.0,24
MeV.Endothelial.3,MeV.Fib.1,30
MeV.Endothelial.3,MeV.Endothelial.2,19
MeV.Endothelial.3,MeV.FibCollagen.3,32
MeV.FibCollagen.2,Imm.M0Like.1,22
MeV.FibCollagen.2,Imm.M0Like.2,22
MeV.FibCollagen.2,Imm.DAM.0,15
MeV.FibCollagen.2,Imm.MHCII.0,9
MeV.FibCollagen.2,Imm.Interferon.0,14
MeV.FibCollagen.2,MeV.ImmuneDoublets.0,25
MeV.FibCollagen.2,Imm.PVM.0,12
MeV.FibCollagen.2,Imm.DAM.1,21
MeV.FibCollagen.2,Imm.Proliferative.0,6
MeV.FibCollagen.2,Neu.CSFcN.0,45
MeV.FibCollagen.2,Neu.Epend.0,37
MeV.FibCollagen.2,MeV.Epithelial.0,36
MeV.FibCollagen.2,MeV.Pericytes.0,34
MeV.FibCollagen.2,MeV.Endothelial.0,23
MeV.FibCollagen.2,MeV.SMC.0,28
MeV.FibCollagen.2,MeV.FibCollagen.1,17
MeV.FibCollagen.2,MeV.Fib.5,21
MeV.FibCollagen.2,MeV.Fib.4,25
MeV.FibCollagen.2,MeV.FibProlif.0,25
MeV.FibCollagen.2,MeV.Endothelial.3,34
MeV.FibCollagen.2,MeV.FibCollagen.2,8
MeV.FibCollagen.2,MeV.VLMC.1,36
MeV.FibCollagen.2,MeV.FibLaminin.0,19
MeV.FibCollagen.2,MeV.VLMC.0,31
MeV.FibCollagen.2,MeV.Fib.3,24
MeV.FibCollagen.2,MeV.FibUnknown.6,23
MeV.FibCollagen.2,MeV.LowQuality.0,20
MeV.FibCollagen.2,Imm.M0Like.0,20
MeV.FibCollagen.2,MeV.Endothelial.1,16
MeV.FibCollagen.2,MeV.Fib.2,23
MeV.FibCollagen.2,MeV.FibCollagen.0,24
MeV.FibCollagen.2,MeV.Fib.0,23
MeV.FibCollagen.2,MeV.Fib.1,39
MeV.FibCollagen.2,MeV.Endothelial.2,16
MeV.FibCollagen.2,MeV.FibCollagen.3,32
MeV.VLMC.1,Imm.M0Like.1,24
MeV.VLMC.1,Imm.M0Like.2,23
MeV.VLMC.1,Imm.DAM.0,19
MeV.VLMC.1,Imm.MHCII.0,14
MeV.VLMC.1,Imm.Interferon.0,18
MeV.VLMC.1,MeV.ImmuneDoublets.0,31
MeV.VLMC.1,Imm.PVM.0,19
MeV.VLMC.1,Imm.DAM.1,24
MeV.VLMC.1,Imm.Proliferative.0,9
MeV.VLMC.1,Neu.CSFcN.0,50
MeV.VLMC.1,Neu.Epend.0,38
MeV.VLMC.1,MeV.Epithelial.0,47
MeV.VLMC.1,MeV.Pericytes.0,39
MeV.VLMC.1,MeV.Endothelial.0,25
MeV.VLMC.1,MeV.SMC.0,38
MeV.VLMC.1,MeV.FibCollagen.1,40
MeV.VLMC.1,MeV.Fib.5,36
MeV.VLMC.1,MeV.Fib.4,31
MeV.VLMC.1,MeV.FibProlif.0,42
MeV.VLMC.1,MeV.Endothelial.3,39
MeV.VLMC.1,MeV.FibCollagen.2,36
MeV.VLMC.1,MeV.VLMC.1,28
MeV.VLMC.1,MeV.FibLaminin.0,35
MeV.VLMC.1,MeV.VLMC.0,45
MeV.VLMC.1,MeV.Fib.3,33
MeV.VLMC.1,MeV.FibUnknown.6,33
MeV.VLMC.1,MeV.LowQuality.0,28
MeV.VLMC.1,Imm.M0Like.0,25
MeV.VLMC.1,MeV.Endothelial.1,22
MeV.VLMC.1,MeV.Fib.2,38
MeV.VLMC.1,MeV.FibCollagen.0,44
MeV.VLMC.1,MeV.Fib.0,37
MeV.VLMC.1,MeV.Fib.1,54
MeV.VLMC.1,MeV.Endothelial.2,17
MeV.VLMC.1,MeV.FibCollagen.3,57
MeV.FibLaminin.0,Imm.M0Like.1,13
MeV.FibLaminin.0,Imm.M0Like.2,18
MeV.FibLaminin.0,Imm.DAM.0,11
MeV.FibLaminin.0,Imm.MHCII.0,6
MeV.FibLaminin.0,Imm.Interferon.0,14
MeV.FibLaminin.0,MeV.ImmuneDoublets.0,20
MeV.FibLaminin.0,Imm.PVM.0,18
MeV.FibLaminin.0,Imm.DAM.1,13
MeV.FibLaminin.0,Imm.Proliferative.0,7
MeV.FibLaminin.0,Neu.CSFcN.0,55
MeV.FibLaminin.0,Neu.Epend.0,47
MeV.FibLaminin.0,MeV.Epithelial.0,40
MeV.FibLaminin.0,MeV.Pericytes.0,37
MeV.FibLaminin.0,MeV.Endothelial.0,21
MeV.FibLaminin.0,MeV.SMC.0,26
MeV.FibLaminin.0,MeV.FibCollagen.1,24
MeV.FibLaminin.0,MeV.Fib.5,31
MeV.FibLaminin.0,MeV.Fib.4,21
MeV.FibLaminin.0,MeV.FibProlif.0,29
MeV.FibLaminin.0,MeV.Endothelial.3,23
MeV.FibLaminin.0,MeV.FibCollagen.2,19
MeV.FibLaminin.0,MeV.VLMC.1,35
MeV.FibLaminin.0,MeV.FibLaminin.0,14
MeV.FibLaminin.0,MeV.VLMC.0,29
MeV.FibLaminin.0,MeV.Fib.3,35
MeV.FibLaminin.0,MeV.FibUnknown.6,31
MeV.FibLaminin.0,MeV.LowQuality.0,26
MeV.FibLaminin.0,Imm.M0Like.0,28
MeV.FibLaminin.0,MeV.Endothelial.1,30
MeV.FibLaminin.0,MeV.Fib.2,33
MeV.FibLaminin.0,MeV.FibCollagen.0,31
MeV.FibLaminin.0,MeV.Fib.0,36
MeV.FibLaminin.0,MeV.Fib.1,37
MeV.FibLaminin.0,MeV.Endothelial.2,17
MeV.FibLaminin.0,MeV.FibCollagen.3,42
MeV.VLMC.0,Imm.M0Like.1,18
MeV.VLMC.0,Imm.M0Like.2,17
MeV.VLMC.0,Imm.DAM.0,16
MeV.VLMC.0,Imm.MHCII.0,14
MeV.VLMC.0,Imm.Interferon.0,14
MeV.VLMC.0,MeV.ImmuneDoublets.0,29
MeV.VLMC.0,Imm.PVM.0,24
MeV.VLMC.0,Imm.DAM.1,20
MeV.VLMC.0,Imm.Proliferative.0,4
MeV.VLMC.0,Neu.CSFcN.0,50
MeV.VLMC.0,Neu.Epend.0,40
MeV.VLMC.0,MeV.Epithelial.0,39
MeV.VLMC.0,MeV.Pericytes.0,34
MeV.VLMC.0,MeV.Endothelial.0,24
MeV.VLMC.0,MeV.SMC.0,34
MeV.VLMC.0,MeV.FibCollagen.1,30
MeV.VLMC.0,MeV.Fib.5,26
MeV.VLMC.0,MeV.Fib.4,27
MeV.VLMC.0,MeV.FibProlif.0,32
MeV.VLMC.0,MeV.Endothelial.3,29
MeV.VLMC.0,MeV.FibCollagen.2,31
MeV.VLMC.0,MeV.VLMC.1,45
MeV.VLMC.0,MeV.FibLaminin.0,29
MeV.VLMC.0,MeV.VLMC.0,16
MeV.VLMC.0,MeV.Fib.3,27
MeV.VLMC.0,MeV.FibUnknown.6,26
MeV.VLMC.0,MeV.LowQuality.0,19
MeV.VLMC.0,Imm.M0Like.0,23
MeV.VLMC.0,MeV.Endothelial.1,26
MeV.VLMC.0,MeV.Fib.2,31
MeV.VLMC.0,MeV.FibCollagen.0,29
MeV.VLMC.0,MeV.Fib.0,24
MeV.VLMC.0,MeV.Fib.1,41
MeV.VLMC.0,MeV.Endothelial.2,18
MeV.VLMC.0,MeV.FibCollagen.3,48
MeV.Fib.3,Imm.M0Like.1,16
MeV.Fib.3,Imm.M0Like.2,26
MeV.Fib.3,Imm.DAM.0,11
MeV.Fib.3,Imm.MHCII.0,8
MeV.Fib.3,Imm.Interferon.0,16
MeV.Fib.3,MeV.ImmuneDoublets.0,14
MeV.Fib.3,Imm.PVM.0,18
MeV.Fib.3,Imm.DAM.1,17
MeV.Fib.3,Imm.Proliferative.0,3
MeV.Fib.3,Neu.CSFcN.0,72
MeV.Fib.3,Neu.Epend.0,50
MeV.Fib.3,MeV.Epithelial.0,30
MeV.Fib.3,MeV.Pericytes.0,39
MeV.Fib.3,MeV.Endothelial.0,19
MeV.Fib.3,MeV.SMC.0,18
MeV.Fib.3,MeV.FibCollagen.1,23
MeV.Fib.3,MeV.Fib.5,30
MeV.Fib.3,MeV.Fib.4,24
MeV.Fib.3,MeV.FibProlif.0,25
MeV.Fib.3,MeV.Endothelial.3,25
MeV.Fib.3,MeV.FibCollagen.2,24
MeV.Fib.3,MeV.VLMC.1,33
MeV.Fib.3,MeV.FibLaminin.0,35
MeV.Fib.3,MeV.VLMC.0,27
MeV.Fib.3,MeV.Fib.3,14
MeV.Fib.3,MeV.FibUnknown.6,38
MeV.Fib.3,MeV.LowQuality.0,32
MeV.Fib.3,Imm.M0Like.0,34
MeV.Fib.3,MeV.Endothelial.1,34
MeV.Fib.3,MeV.Fib.2,27
MeV.Fib.3,MeV.FibCollagen.0,29
MeV.Fib.3,MeV.Fib.0,34
MeV.Fib.3,MeV.Fib.1,25
MeV.Fib.3,MeV.Endothelial.2,18
MeV.Fib.3,MeV.FibCollagen.3,33
MeV.FibUnknown.6,Imm.M0Like.1,24
MeV.FibUnknown.6,Imm.M0Like.2,29
MeV.FibUnknown.6,Imm.DAM.0,6
MeV.FibUnknown.6,Imm.MHCII.0,10
MeV.FibUnknown.6,Imm.Interferon.0,20
MeV.FibUnknown.6,MeV.ImmuneDoublets.0,14
MeV.FibUnknown.6,Imm.PVM.0,21
MeV.FibUnknown.6,Imm.DAM.1,17
MeV.FibUnknown.6,Imm.Proliferative.0,3
MeV.FibUnknown.6,Neu.CSFcN.0,73
MeV.FibUnknown.6,Neu.Epend.0,57
MeV.FibUnknown.6,MeV.Epithelial.0,29
MeV.FibUnknown.6,MeV.Pericytes.0,44
MeV.FibUnknown.6,MeV.Endothelial.0,20
MeV.FibUnknown.6,MeV.SMC.0,18
MeV.FibUnknown.6,MeV.FibCollagen.1,24
MeV.FibUnknown.6,MeV.Fib.5,30
MeV.FibUnknown.6,MeV.Fib.4,31
MeV.FibUnknown.6,MeV.FibProlif.0,21
MeV.FibUnknown.6,MeV.Endothelial.3,18
MeV.FibUnknown.6,MeV.FibCollagen.2,23
MeV.FibUnknown.6,MeV.VLMC.1,33
MeV.FibUnknown.6,MeV.FibLaminin.0,31
MeV.FibUnknown.6,MeV.VLMC.0,26
MeV.FibUnknown.6,MeV.Fib.3,38
MeV.FibUnknown.6,MeV.FibUnknown.6,24
MeV.FibUnknown.6,MeV.LowQuality.0,40
MeV.FibUnknown.6,Imm.M0Like.0,44
MeV.FibUnknown.6,MeV.Endothelial.1,39
MeV.FibUnknown.6,MeV.Fib.2,30
MeV.FibUnknown.6,MeV.FibCollagen.0,21
MeV.FibUnknown.6,MeV.Fib.0,42
MeV.FibUnknown.6,MeV.Fib.1,19
MeV.FibUnknown.6,MeV.Endothelial.2,24
MeV.FibUnknown.6,MeV.FibCollagen.3,27
MeV.LowQuality.0,Imm.M0Like.1,18
MeV.LowQuality.0,Imm.M0Like.2,20
MeV.LowQuality.0,Imm.DAM.0,8
MeV.LowQuality.0,Imm.MHCII.0,10
MeV.LowQuality.0,Imm.Interferon.0,15
MeV.LowQuality.0,MeV.ImmuneDoublets.0,15
MeV.LowQuality.0,Imm.PVM.0,19
MeV.LowQuality.0,Imm.DAM.1,13
MeV.LowQuality.0,Imm.Proliferative.0,3
MeV.LowQuality.0,Neu.CSFcN.0,54
MeV.LowQuality.0,Neu.Epend.0,42
MeV.LowQuality.0,MeV.Epithelial.0,23
MeV.LowQuality.0,MeV.Pericytes.0,40
MeV.LowQuality.0,MeV.Endothelial.0,16
MeV.LowQuality.0,MeV.SMC.0,16
MeV.LowQuality.0,MeV.FibCollagen.1,21
MeV.LowQuality.0,MeV.Fib.5,21
MeV.LowQuality.0,MeV.Fib.4,25
MeV.LowQuality.0,MeV.FibProlif.0,16
MeV.LowQuality.0,MeV.Endothelial.3,14
MeV.LowQuality.0,MeV.FibCollagen.2,20
MeV.LowQuality.0,MeV.VLMC.1,28
MeV.LowQuality.0,MeV.FibLaminin.0,26
MeV.LowQuality.0,MeV.VLMC.0,19
MeV.LowQuality.0,MeV.Fib.3,32
MeV.LowQuality.0,MeV.FibUnknown.6,40
MeV.LowQuality.0,MeV.LowQuality.0,15
MeV.LowQuality.0,Imm.M0Like.0,31
MeV.LowQuality.0,MeV.Endothelial.1,31
MeV.LowQuality.0,MeV.Fib.2,28
MeV.LowQuality.0,MeV.FibCollagen.0,21
MeV.LowQuality.0,MeV.Fib.0,35
MeV.LowQuality.0,MeV.Fib.1,20
MeV.LowQuality.0,MeV.Endothelial.2,19
MeV.LowQuality.0,MeV.FibCollagen.3,27
Imm.M0Like.0,Imm.M0Like.1,25
Imm.M0Like.0,Imm.M0Like.2,28
Imm.M0Like.0,Imm.DAM.0,10
Imm.M0Like.0,Imm.MHCII.0,13
Imm.M0Like.0,Imm.Interferon.0,24
Imm.M0Like.0,MeV.ImmuneDoublets.0,22
Imm.M0Like.0,Imm.PVM.0,30
Imm.M0Like.0,Imm.DAM.1,20
Imm.M0Like.0,Imm.Proliferative.0,6
Imm.M0Like.0,Neu.CSFcN.0,49
Imm.M0Like.0,Neu.Epend.0,39
Imm.M0Like.0,MeV.Epithelial.0,20
Imm.M0Like.0,MeV.Pericytes.0,30
Imm.M0Like.0,MeV.Endothelial.0,15
Imm.M0Like.0,MeV.SMC.0,11
Imm.M0Like.0,MeV.FibCollagen.1,21
Imm.M0Like.0,MeV.Fib.5,28
Imm.M0Like.0,MeV.Fib.4,27
Imm.M0Like.0,MeV.FibProlif.0,18
Imm.M0Like.0,MeV.Endothelial.3,13
Imm.M0Like.0,MeV.FibCollagen.2,20
Imm.M0Like.0,MeV.VLMC.1,25
Imm.M0Like.0,MeV.FibLaminin.0,28
Imm.M0Like.0,MeV.VLMC.0,23
Imm.M0Like.0,MeV.Fib.3,34
Imm.M0Like.0,MeV.FibUnknown.6,44
Imm.M0Like.0,MeV.LowQuality.0,31
Imm.M0Like.0,Imm.M0Like.0,16
Imm.M0Like.0,MeV.Endothelial.1,31
Imm.M0Like.0,MeV.Fib.2,42
Imm.M0Like.0,MeV.FibCollagen.0,24
Imm.M0Like.0,MeV.Fib.0,41
Imm.M0Like.0,MeV.Fib.1,23
Imm.M0Like.0,MeV.Endothelial.2,19
Imm.M0Like.0,MeV.FibCollagen.3,26
MeV.Endothelial.1,Imm.M0Like.1,23
MeV.Endothelial.1,Imm.M0Like.2,26
MeV.Endothelial.1,Imm.DAM.0,10
MeV.Endothelial.1,Imm.MHCII.0,9
MeV.Endothelial.1,Imm.Interferon.0,25
MeV.Endothelial.1,MeV.ImmuneDoublets.0,12
MeV.Endothelial.1,Imm.PVM.0,21
MeV.Endothelial.1,Imm.DAM.1,18
MeV.Endothelial.1,Imm.Proliferative.0,2
MeV.Endothelial.1,Neu.CSFcN.0,49
MeV.Endothelial.1,Neu.Epend.0,45
MeV.Endothelial.1,MeV.Epithelial.0,18
MeV.Endothelial.1,MeV.Pericytes.0,33
MeV.Endothelial.1,MeV.Endothelial.0,16
MeV.Endothelial.1,MeV.SMC.0,15
MeV.Endothelial.1,MeV.FibCollagen.1,19
MeV.Endothelial.1,MeV.Fib.5,26
MeV.Endothelial.1,MeV.Fib.4,28
MeV.Endothelial.1,MeV.FibProlif.0,19
MeV.Endothelial.1,MeV.Endothelial.3,19
MeV.Endothelial.1,MeV.FibCollagen.2,16
MeV.Endothelial.1,MeV.VLMC.1,22
MeV.Endothelial.1,MeV.FibLaminin.0,30
MeV.Endothelial.1,MeV.VLMC.0,26
MeV.Endothelial.1,MeV.Fib.3,34
MeV.Endothelial.1,MeV.FibUnknown.6,39
MeV.Endothelial.1,MeV.LowQuality.0,31
MeV.Endothelial.1,Imm.M0Like.0,31
MeV.Endothelial.1,MeV.Endothelial.1,16
MeV.Endothelial.1,MeV.Fib.2,34
MeV.Endothelial.1,MeV.FibCollagen.0,25
MeV.Endothelial.1,MeV.Fib.0,35
MeV.Endothelial.1,MeV.Fib.1,21
MeV.Endothelial.1,MeV.Endothelial.2,20
MeV.Endothelial.1,MeV.FibCollagen.3,20
MeV.Fib.2,Imm.M0Like.1,17
MeV.Fib.2,Imm.M0Like.2,20
MeV.Fib.2,Imm.DAM.0,10
MeV.Fib.2,Imm.MHCII.0,5
MeV.Fib.2,Imm.Interferon.0,9
MeV.Fib.2,MeV.ImmuneDoublets.0,18
MeV.Fib.2,Imm.PVM.0,13
MeV.Fib.2,Imm.DAM.1,12
MeV.Fib.2,Imm.Proliferative.0,5
MeV.Fib.2,Neu.CSFcN.0,77
MeV.Fib.2,Neu.Epend.0,55
MeV.Fib.2,MeV.Epithelial.0,33
MeV.Fib.2,MeV.Pericytes.0,40
MeV.Fib.2,MeV.Endothelial.0,23
MeV.Fib.2,MeV.SMC.0,21
MeV.Fib.2,MeV.FibCollagen.1,25
MeV.Fib.2,MeV.Fib.5,23
MeV.Fib.2,MeV.Fib.4,28
MeV.Fib.2,MeV.FibProlif.0,19
MeV.Fib.2,MeV.Endothelial.3,27
MeV.Fib.2,MeV.FibCollagen.2,23
MeV.Fib.2,MeV.VLMC.1,38
MeV.Fib.2,MeV.FibLaminin.0,33
MeV.Fib.2,MeV.VLMC.0,31
MeV.Fib.2,MeV.Fib.3,27
MeV.Fib.2,MeV.FibUnknown.6,30
MeV.Fib.2,MeV.LowQuality.0,28
MeV.Fib.2,Imm.M0Like.0,42
MeV.Fib.2,MeV.Endothelial.1,34
MeV.Fib.2,MeV.Fib.2,12
MeV.Fib.2,MeV.FibCollagen.0,29
MeV.Fib.2,MeV.Fib.0,26
MeV.Fib.2,MeV.Fib.1,27
MeV.Fib.2,MeV.Endothelial.2,22
MeV.Fib.2,MeV.FibCollagen.3,32
MeV.FibCollagen.0,Imm.M0Like.1,22
MeV.FibCollagen.0,Imm.M0Like.2,19
MeV.FibCollagen.0,Imm.DAM.0,18
MeV.FibCollagen.0,Imm.MHCII.0,9
MeV.FibCollagen.0,Imm.Interferon.0,14
MeV.FibCollagen.0,MeV.ImmuneDoublets.0,23
MeV.FibCollagen.0,Imm.PVM.0,16
MeV.FibCollagen.0,Imm.DAM.1,20
MeV.FibCollagen.0,Imm.Proliferative.0,5
MeV.FibCollagen.0,Neu.CSFcN.0,62
MeV.FibCollagen.0,Neu.Epend.0,48
MeV.FibCollagen.0,MeV.Epithelial.0,41
MeV.FibCollagen.0,MeV.Pericytes.0,40
MeV.FibCollagen.0,MeV.Endothelial.0,26
MeV.FibCollagen.0,MeV.SMC.0,26
MeV.FibCollagen.0,MeV.FibCollagen.1,22
MeV.FibCollagen.0,MeV.Fib.5,24
MeV.FibCollagen.0,MeV.Fib.4,31
MeV.FibCollagen.0,MeV.FibProlif.0,31
MeV.FibCollagen.0,MeV.Endothelial.3,31
MeV.FibCollagen.0,MeV.FibCollagen.2,24
MeV.FibCollagen.0,MeV.VLMC.1,44
MeV.FibCollagen.0,MeV.FibLaminin.0,31
MeV.FibCollagen.0,MeV.VLMC.0,29
MeV.FibCollagen.0,MeV.Fib.3,29
MeV.FibCollagen.0,MeV.FibUnknown.6,21
MeV.FibCollagen.0,MeV.LowQuality.0,21
MeV.FibCollagen.0,Imm.M0Like.0,24
MeV.FibCollagen.0,MeV.Endothelial.1,25
MeV.FibCollagen.0,MeV.Fib.2,29
MeV.FibCollagen.0,MeV.FibCollagen.0,17
MeV.FibCollagen.0,MeV.Fib.0,29
MeV.FibCollagen.0,MeV.Fib.1,40
MeV.FibCollagen.0,MeV.Endothelial.2,18
MeV.FibCollagen.0,MeV.FibCollagen.3,41
MeV.Fib.0,Imm.M0Like.1,16
MeV.Fib.0,Imm.M0Like.2,21
MeV.Fib.0,Imm.DAM.0,9
MeV.Fib.0,Imm.MHCII.0,7
MeV.Fib.0,Imm.Interferon.0,11
MeV.Fib.0,MeV.ImmuneDoublets.0,17
MeV.Fib.0,Imm.PVM.0,13
MeV.Fib.0,Imm.DAM.1,12
MeV.Fib.0,Imm.Proliferative.0,6
MeV.Fib.0,Neu.CSFcN.0,80
MeV.Fib.0,Neu.Epend.0,60
MeV.Fib.0,MeV.Epithelial.0,38
MeV.Fib.0,MeV.Pericytes.0,39
MeV.Fib.0,MeV.Endothelial.0,21
MeV.Fib.0,MeV.SMC.0,20
MeV.Fib.0,MeV.FibCollagen.1,22
MeV.Fib.0,MeV.Fib.5,27
MeV.Fib.0,MeV.Fib.4,25
MeV.Fib.0,MeV.FibProlif.0,20
MeV.Fib.0,MeV.Endothelial.3,24
MeV.Fib.0,MeV.FibCollagen.2,23
MeV.Fib.0,MeV.VLMC.1,37
MeV.Fib.0,MeV.FibLaminin.0,36
MeV.Fib.0,MeV.VLMC.0,24
MeV.Fib.0,MeV.Fib.3,34
MeV.Fib.0,MeV.FibUnknown.6,42
MeV.Fib.0,MeV.LowQuality.0,35
MeV.Fib.0,Imm.M0Like.0,41
MeV.Fib.0,MeV.Endothelial.1,35
MeV.Fib.0,MeV.Fib.2,26
MeV.Fib.0,MeV.FibCollagen.0,29
MeV.Fib.0,MeV.Fib.0,15
MeV.Fib.0,MeV.Fib.1,24
MeV.Fib.0,MeV.Endothelial.2,21
MeV.Fib.0,MeV.FibCollagen.3,30
MeV.Fib.1,Imm.M0Like.1,15
MeV.Fib.1,Imm.M0Like.2,17
MeV.Fib.1,Imm.DAM.0,16
